RepRapFirmware height map file v2, mean error 0.018, deviation 0.042
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,290.00,10.00,290.00,-1.00,50.00,50.00,6,6
  0.125,  0.020, -0.003, -0.017, -0.030, -0.025
  0.135,  0.030,  0.015,  0.013,  0.010,  0.023
  0.108,  0.028,  0.007,  0.007, -0.020,  0.015
  0.100,  0.015,  0.007, -0.010, -0.023,  0.000
  0.082,  0.015,  0.003, -0.030, -0.010,  0.018
  0.055, -0.005, -0.013, -0.010, -0.010,  0.010
